date,sku,stock,reserved,sales,country,price_de,price_ae,price_at,price_be,price_bg,price_ca,price_ch,price_cl,price_cy,price_cz,price_dk,price_gp,price_ee,price_es,price_fi,price_fr,price_gr,price_hr,price_hu,price_il,price_is,price_it,price_kr,price_lt,price_lu,price_lv,price_mc,price_mt,price_nl,price_no,price_pl,price_pt,price_ro,price_se,price_si,price_sk,price_tr,sale_de,sale_ae,sale_at,sale_be,sale_bg,sale_ca,sale_ch,sale_cl,sale_cy,sale_cz,sale_dk,sale_gp,sale_ee,sale_es,sale_fi,sale_fr,sale_gr,sale_hr,sale_hu,sale_il,sale_is,sale_it,sale_kr,sale_lt,sale_lu,sale_lv,sale_mc,sale_mt,sale_nl,sale_no,sale_pl,sale_pt,sale_ro,sale_se,sale_si,sale_sk,sale_tr
2021-09-13,A0000003,,,9,IT,24.9500007629395,,,,,,,,,,,,,24.9500007629395,,,,,,,,26.9500007629395,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,2,,,,,,,,,,,,,,,
2021-09-13,A0000004,,,15,IT,21.2199993133545,,21.3999996185303,,,,,,,,,,,24.9500007629395,,27.9500007629395,,,,,,26.9500007629395,,,,,,,,,,,,,,,,8,,2,,,,,,,,,,,2,,1,,,,,,2,,,,,,,,,,,,,,,
2021-09-13,A0000005,,,3,IT,,,,,,,,,,,,,,,,25.6200008392334,,,,,,26.9500007629395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,
2021-09-14,A0000001,,,12,NL,33.9000015258789,,,,,,,,,,,,,31.9500007629395,,,,,,,,,,,,,,,31.9500007629395,,,,,,,,,8,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,,,,,,,,
2021-09-14,A0000002,,,7,IT,24.9500007629395,,25.1599998474121,,,,,,,,,,,,,27.9500007629395,,,,,,22.0900001525879,,,,,,,,,,,,,,,,4,,1,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,
2021-09-14,A0000003,,,15,IT,24.9500007629395,,,,,,,,,,,,,24.9500007629395,,,,,,,,26.9500007629395,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,
2021-09-14,A0000004,,,15,IT,21.2199993133545,,21.3999996185303,,,,,,,,,,,20.6200008392334,,27.9500007629395,,,,,,26.9500007629395,,,,,,,,,,,,,,,,8,,1,,,,,,,,,,,1,,3,,,,,,2,,,,,,,,,,,,,,,
2021-09-14,A0000005,,,1,DE,24.9500007629395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-15,A0000001,,,12,SE,33.9000015258789,,34.189998626709,,,,,,,,,,,,,,,,,,,34.9500007629395,,,,,,,,,127.050003051758,,,346.070007324219,,,,3,,1,,,,,,,,,,,,,,,,,,,3,,,,,,,,,2,,,3,,,
2021-09-15,A0000002,,,10,IT,24.9500007629395,,,,,,,,,,,,,,,,,,,,,26.9500007629395,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,
2021-09-15,A0000003,,,10,IT,24.9500007629395,,,,,,,,,,,,,24.9500007629395,,27.9500007629395,,,,,,26.9500007629395,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,1,,1,,,,,,1,,,,,,,,,,,,,,,
2021-09-15,A0000004,,,15,NL,21.2199993133545,,21.3999996185303,,,,,,,,,,,24.9500007629395,,27.9500007629395,,,,,,26.9500007629395,,,,,,,24.9500007629395,,,,,,,,,5,,1,,,,,,,,,,,5,,2,,,,,,1,,,,,,,1,,,,,,,,
2021-09-15,A0000005,,,6,FR,24.9500007629395,,,,,,,,,,,,,,,27.9500007629395,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
2021-09-16,A0000001,12,66,12,NL,33.9000015258789,,34.189998626709,,,,,,,,,,,29.1750001907349,,39.9500007629395,,,,,,34.9500007629395,,,,,,,34.4700012207031,,,,,,,,,2,,1,,,,,,,,,,,3,,2,,,,,,3,,,,,,,1,,,,,,,,
2021-09-16,A0000002,14,28,6,IT,24.9500007629395,,,,,,,,,,,,,,,27.9500007629395,,,,,,26.9500007629395,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,
2021-09-16,A0000003,126,35,19,SE,24.9500007629395,,,,,,,,,,,,,23.5066674550374,,27.9500007629395,,,,,,26.9500007629395,,,,,,,24.9500007629395,,,,,264.519989013672,,,,7,,,,,,,,,,,,,8,,1,,,,,,1,,,,,,,1,,,,,1,,,
2021-09-16,A0000004,57,17,14,IT,21.2199993133545,,21.3999996185303,,,,,,,,,,,24.9500007629395,,27.9500007629395,,,,,,26.9500007629395,,,,,,,,,,,,,,,,7,,1,,,,,,,,,,,1,,3,,,,,,2,,,,,,,,,,,,,,,
2021-09-16,A0000005,10,8,9,IT,24.9500007629395,,,,,,,,,,,,,,,,,,,,,26.9500007629395,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
2021-09-17,A0000001,19,50,8,FR,33.9000015258789,,,,,,,,,,,,,31.9500007629395,,39.9500007629395,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,
2021-09-17,A0000002,15,27,10,FR,24.9500007629395,,25.1599998474121,,,,,,,,,,,,,27.9500007629395,,,,,,,,,,,,,,,,,,,,,,8,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
